product_id	product_name	product_class	category_hierarchy	product_features
3886	ayesha curry non stick cookie baking sheet set	Baking Sheets	Kitchen & Tabletop / Cookware & Bakeware / Baking Sheets & Pans / Baking Sheets	nonsticktype : whitford nonstick|piecesincluded:10-inch x 15-inch cookie pan , 11-inch x 17-inch cookie pan , 10-inch x 15-inch rack|producttype : baking sheet|overallheight-toptobottom:1.05|overallwidth-sidetoside:11.85| : hand wash recommended|color : gray|overallproductweight:4|overalllength-endtoend:17.57|maximumtemperature:450|primarymaterial : steel|color : copper|numberofpiecesincluded:3|ullisted : no|gsaapproved : no|commercialwarranty : no|scscertified : no|insulated : no|firerated : no|californiaproposition65warningrequired : no| : no|taacompliant : no|lidincluded : no|cullisted : no
31005	400 series server rack	Rackmounts & Rackmount Accessories	School Furniture and Supplies / School Boards & Technology / AV, Mounts & Tech Accessories / Electronic Mounts & Stands / Rackmounts & Rackmount Accessories / Cabinet System Rackmounts & Rackmount Accessories	overallheight-toptobottom:36|sizeunit:9u-20u|sizeunit:31u-40u|overalldepth-fronttoback:24|frametype : open|mountingtype : cage nut|sizeunit:21u-30u|thermalmanagement : active|producttype : cabinet system|doortype : vented|finish : |overallwidth-sidetoside:22.5|overallheight-toptobottom:84|overallproductweight:105|weightcapacity:630|sizeunit:41u-45u|additionalpartsrequired : no|swivel : no|stand-alone : yes|doorincluded : yes|countryoforigin : china
27455	pet bowl	Dog and Cat Bowls, Feeders & Accessories	Pet / Dog / Dog Bowls & Feeding Supplies / Pet Bowls & Feeders	warrantylength:30 days|overallheight-toptobottom:2.95|color : blue|animal : dog|color : pink|reasonforrestriction : logistics|color : white|overallwidth-sidetoside:7.77|color : green|overallproductweight:0.07|producttype : bowl / dish|animal : cat|color : black|capacity:65|materialdetails : stainless steel|overalldepth-fronttoback:7.77|dsmetallic : steel|numberofbowls:1| : no|chewresistant : no|stackable : no|bpafree : no|microwavesafe : no|scratchresistant : no|dishwashersafe : no|stainresistant : no|canadaproductrestriction : yes|portable : yes|productwarranty : yes|adultassemblyrequired : y
25019	ashton toddler bed rail	Crib Conversion Rails	Baby & Kids / Nursery Furniture / Conversion Rails	partsneeded : dl7970b5-w crib|producttype : toddler bed rail|countryoforigin : viet nam|warrantydetails : ships in one box . some assembly required , hardware included . 1-year limited warranty.|overallheight-toptobottom:10.5|estimatedtimetosetup:30|reasonforrestriction : non compliant|overallwidth-sidetoside:18.5|color : white|partsneeded : dl7970b5 crib|woodspecies : pine|warrantylength:1 year|productcare : dust regularly with a soft , lint-free cloth to prevent soil build-up . a damp cloth may be used occasionally to clean surface . dry immediately . do not use any abrasives that may damage
23851	fina rectangular wooden planter bench	Patio Benches	Outdoor / Outdoor & Patio Furniture / Outdoor Seating & Patio Chairs / Outdoor Benches	countryoforigin : malaysia|piecesincluded:2 planter , 1 bench|theme : nature|estimatedtimetosetup:30|dssecondaryproductstyle : mountain lodge|naturalvariationtype : natural wood grain color variation|additionaltoolsrequirednotincluded : all tools included|seatdepth-fronttoback:10|overalldepth-fronttoback:15.8|weightcapacity:400|warrantylength:1 year|color : brown|productcare : to maintain the original appearance , please treat the product with a suitable wood oil at least once a year . left untreated , the wood will weather to a silvery gray . cover or store the product to protect it from ice
29733	thermo speed hot water dispenser	Water Filter Pitchers	Water Filter Pitchers	pitchercapacityoz:169.07|overallwidth-sidetoside:6.3|overallproductweight:5.5|color : black|overalldepth-fronttoback:9.76|overallheight-toptobottom:10.31|reservoircapacity:169.07|reservoirincluded : yes|countryoforigin : china
3949	quickscreen series white portable projection screen	Projector Screens	Furniture / Living Room Furniture / TV Stands & Media Storage Furniture / Projection Screens / Folding Frame Projection Screens	screenheight:96|screentension : non-tensioned screen|wiringtype : ac power plug|screenwidth-sidetoside:120|overalldepthfromwall-fronttoback:12|screenwidth-sidetoside:168|screenheight:84|overallwidth-sidetoside:18|diagonalsize:192|projectiontype : front|overallproductweight:147|overallheight-toptobottom:18|primarymaterial : fabric|mounttype : folding frame|diagonalsize:144|producttype : portable|screensurface : white|screenformat : full screen/video format ( 4:3 ) |curvedscreen : no|reversible : no|uniformpackagingandlabelingregulationsuplrcompliant : no|plugplayoption : no| : no|locking : no|a
42596	camden vinyl lattice panel trellis	Trellises	Outdoor / Garden / Trellises / Vinyl Trellises	warrantydetails : against defects|productdesign : lattice panel|overalldepth-fronttoback:7|material : vinyl|materialdetails : durable bpa/phthalate-free vinyl|gardeningtrellis : rose trellis|overallwidth-sidetoside:80|estimatedtimetosetup:120|warrantylength:20 years|productcare : wash with hose|overallproductweight:68|overallheight-toptobottom:90|producttype : trellis|interiorwidth-sidetoside:72|color : white| : cordless drill , hammer , tape measure , level , shovel , cement ( for permanent in-ground installation ) , 4 x 4 x 6 ’ ( 10cm x 10cm x 1.8m ) pressure-treated wood post ( cut in two –
3829	ez-floor 12 '' x 12 '' teak wood snap-in deck tiles in oiled	Outdoor Deck Tiles	Home Improvement / Outdoor Remodel / Outdoor Flooring & Tile / Outdoor Deck Tiles & Planks / Wood Outdoor Deck Tiles & Planks	piecespercarton:10|producttype : tile|woodtone : dark wood|countryoforigin : indonesia|surfacematerial : wood|finish : oiled|resistancetype : antimicrobial|resistancetype : water resistant|samplepartnumber : bare-wf2004sample|materialdetails : teak|productcare : oil 1-2 times per year|warrantylength:1 year|resistancetype : mildew resistant|resistancetype : frost resistant|installationlocation : shower|dswoodtone : medium wood|installationlocation : sauna|overallflooringlength-endtoend:12|squarefeetpercarton:10|overallflooringthickness:1.06|overallflooringwidth-sidetoside:12|woodspecies : teak|
11641	balogh ergonomic mesh task chair	Office Chairs	Furniture / Office Furniture / Office Chairs	productcare : spot clean|basestandwidth-sidetoside:25.25|maximumoverallheight-toptobottom:42.25|maximumseatheight-floortoseat:22|recommendeddailyusage : light usage ( up to 4 hours ) |producttype : task chair|backmaterial : mesh|armrestsmaxheight-floortoarmrest:32|countryoforigin-additionaldetails : made in usa of imported materials|armresttype : adjustable|weightcapacitybucket:250 lbs - 299 lbs|weightcapacity:250|minimumoverallheight-toptobottom:37.5|chairbackwidth-sidetoside:21.75|overallwidth-sidetoside:25.25|backconstruction : mesh|overallproductweight:29.55|basestanddepth-fronttoback:24|f
38064	wall street task chair	Teen Desk Chairs|Office Chairs	Furniture / Office Furniture / Office Chairs / Drafting Office Chairs	seatdepth-fronttoback:18|maximumseatheight-floortoseat:21|chairbackwidth-sidetoside:19|overallwidth-sidetoside:27|backconstruction : manufactured wood|backmaterial : upholstered|upholsteryfillmaterial : foam|seatwidth-sidetoside:20|backcolor : red|levelofassembly : full assembly needed|backcolor : bright white|compatibleflooring : carpet|productcare : wipe clean with a damp cloth|lifestage : teen|overallheight-toptobottom:37.5|basestandwidth-sidetoside:27|castertype : double wheel|seatcolor : black|framecolor : silver|producttype : task chair|backupholsteryfillmaterial : foam|minimumoverallhei
21326	karnig wall décor	Outdoor Wall Decor|Wall Décor	Outdoor / Outdoor Décor / Outdoor Wall Décor	overallwidth-sidetoside:29|subject : animals & insects|dsprimaryproductstyle : country / farmhouse|color : orange/turquoise|producttype : wall accent|overalldepth-fronttoback:1.25|animalinsecttype : butterflies|holidayoccasion : no holiday|dssecondaryproductstyle : classic farmhouse|style : farmhouse / country|productcare : do not leave out in extreme weather conditions|overallproductweight:1.85|overallheight-toptobottom:17.5|piecesincluded:1|lighted : no|californiaproposition65warningrequired : no|productwarranty : no|powered : no|commercialorresidentialcertifications : no|canadaproductrestri
37237	trigg ceramic planter wall decor	Wall Décor	Décor & Pillows / Wall Décor / Wall Accents / Brass Wall Accents	subject : abstract and geometric|orientation : vertical only|overallwidth-sidetoside:5.25|overalldepth-fronttoback:5.5|primarymaterialdetails : concrete|largestdimension:15.25|compatiblesurfacetype : flat surface|style : bohemian|style : glam|shape : triangle|holidayoccasion : no holiday|compatiblesurfacetype : multi-surface|primarymaterialdetails : stoneware ceramic|supplierintendedandapproveduse : non residential use|overallheight-toptobottom:15.25|primarymaterial : ceramic|additionalmaterials : copper|warrantylength:5 years|designertype : in-house|designer : umbra|productcare : wipe clean w
8101	beaconsdale 72 '' double bathroom vanity base only	Vanity Bases	Home Improvement / Bathroom Remodel & Bathroom Fixtures / Bathroom Vanities / Vanity Bases	style : traditional|numberofdrawerhandles:6|numberofdoors:4|basematerial : solid + manufactured wood|dsprimaryproductstyle : traditional|overalldepth-fronttoback:21|joinerytype : dovetail|basematerialdetails : solid poplar wood|productcare : do not use strong liquid cleaners|levelofassembly : none|countryoforigin : viet nam|overallproductweight:175.56|woodspecies : poplar|style : modern & contemporary|dssecondaryproductstyle : american traditional|mountingtype : free-standing|overallwidth-sidetoside:72|compatiblesinkpartnumber : cum18wt ; cum20wt-r|overallheight-toptobottom:34|compatibledraina
35732	happy camper way led lantern	Outdoor Lanterns & Lamps	Sale / Closeout / Outdoor Lighting / Outdoor Lanterns & Lamps	title20-californiacodeofregulations : |overallwidth-sidetoside:4.25|lanterntype : cylinder|powersource : powered|warrantylength:60 days|supplierintendedandapproveduse : non residential use|overallproductweight:0.57|finishcolor : black|overalldepth-fronttoback:4|whatisintegratedled : this indicates that an led light is built into the fixture . integrated led lights are more energy efficient and can last up to 50,000 hours . they can not be replaced by the customer.|washington19260gslcompliant : |producttype : outdoor lantern|rangeoffixture-maximumled : a++|rangeoffixture-minimumled : a|whatisdr
18196	danielson 72 '' kitchen pantry	Pantry Cabinets	Kitchen & Tabletop / Kitchen Organization / Food Pantries / Grey Food Pantries	weightcapacity:220|interiorcabinetdepth-fronttoback:17.5|doorhandledesign : knobs|overalldepth-fronttoback:16|hardwarematerial : aluminum|toolsneededforinstallation : screw driver|additionaltoolsrequirednotincluded : allen wrench/ key|finish : gray|estimatedtimetosetup:120|naturalvariationtype : natural wood grain color variation|interiorcabinetwidth-sidetoside:24|dswoodtone : medium wood|shelfdepth-fronttoback:15.5|additionaltoolsrequirednotincluded : screw driver|shelfwidth-sidetoside:23|finish : espresso|drawerinteriorwidth-sidetoside:24|overallwidth-sidetoside:24|mainwoodjoinerymethod : ca
3653	melgar 36 '' single bathroom vanity base only	Vanity Bases	"Home Improvement / Bathroom Remodel & Bathroom Fixtures / Bathroom Vanities / Vanity Bases / 36""- 40"" Vanity Bases"	interiorcabinetwidth-sidetoside:19.5|legdesign : straight legs|overallheight-toptobottom:34|sinktypecompatibility : undermount|overallwidth-sidetoside:36|sinkholewidth-sidetoside:29.25|compatiblemirrorpartnumber : bagm2432|joinerytype : dovetail|style : modern farmhouse|doorswing : left|basefinish : harbor blue|basematerialdetails : mdf|warrantylength:1 year|mountingtype : free-standing|numberofdrawerhandles:3|interiorcabinetdepth-fronttoback:17.38|overallproductweight:97.02|sinkholewidth-fronttoback:17.38|woodspecies : poplar|dsprimaryproductstyle : coastal|basematerial : solid + manufactured
13673	vinyl solid color single shower curtain	Shower Curtains	Bed & Bath / Shower Curtains & Accessories / Shower Curtains & Shower Liners / Ivory & Cream Shower Curtains & Shower Liners	producttype : shower curtain|overallproductweight:0.98|setsingle : single shower curtain|productcare : wipe clean with a damp cloth|overallheight-toptobottom:72|materialdetails:100 % vinyl|holidayoccasion : no holiday|overallwidth-sidetoside:70|pattern : solid color|material : vinyl|bathmatincluded : no|hooksincluded : no|weightedhem : no|towelsincluded : no|ruffled : no|oeko-texcertified : no|licensedproduct : no| : no|bathroomaccessoriesincluded : no|organic : no|commercialwarranty : no|pockets : no|toiletseatcoverincluded : no|contourmatincluded : no|waterrepellent : yes|countryoforigin : c
12455	hansin height adjustable stool	Office Stools	Furniture / Office Furniture / Office Stools	producttype : active stool|weightcapacity:170|framematerial : wood|seatfinish : natural|seatheight-floortoseat:11.5|dswoodtone : light wood|basefinish : natural|minimumoverallheight-toptobottom:24|basetype : pedestal|seatmaterial : wood|maximumoverallheight-toptobottom:29|californiaproposition65warningrequired : no|makerspace : no|upholstered : no|storagespaceincluded : no|back : no|castersincluded : no| : no|storagespace : no|backed : no|fireresistant : no|compositewoodproductcwp : no|adultassemblyrequired : yes|swivel : yes|footringincluded : yes|cpsc-16cfr1303compliant : yes|adjustableheigh
35826	ovente induction hot plate	Burners & Hot Plates	Kitchen & Tabletop / Small Kitchen Appliances / Electric Presses, Grills & Griddles / Hot Plates & Burners / One Hot Plates & Burners	overallheight-toptobottom:2.4|warrantydetails:1-year on domestic ( usa ) repairs and replacements on workmanship and materials from the date of purchase from an authorized reseller|primarymaterial : ceramic|heatsource : induction|overallproductweight:5.5|warrantylength:1 year|wattage:1800|overallwidth-sidetoside:13.8|countryoforigin-additionaldetails : made in usa of imported materials|overalldepth-fronttoback:11|producttype : hot plate|finish : black|cookingsurfacediameter:0|numberofburners:1|:1|adacompliant : no|ullisted : no|uniformpackagingandlabelingregulationsuplrcompliant : no|etllisted
3680	aurelia tv stand for tvs up to 75 ''	TV Stands & Entertainment Centers	Furniture / Living Room Furniture / TV Stands & Media Storage Furniture / TV Stands & Entertainment Centers / Coastal TV Stands & Entertainment Centers	material : manufactured wood|style : traditional|interiorcabinetdepth-fronttoback:16.75|shelfdepth-fronttoback:16.75|dsprimaryproductstyle : traditional|style : coastal|dssecondaryproductstyle : transitional traditional|countryoforigin : viet nam|levelofassembly : partial assembly|cabinetinteriorheight-toptobottom:17.5|mediastoragetype : dvd / gaming storage|distancebetweenshelves:8|legheight-toptobottom:2.5|shelfwidth-sidetoside:27|overallproductweight:115|color : distressed white|numberofdrawers:3|materialdetails : reclaimed pine and wood veneers|producttype : tv stand|ofpiecestobeassembled:
11646	baumbach bar cart	Bar Carts	Furniture / Kitchen & Dining Furniture / Bar Furniture / Bar Carts / Metal Bar Carts	overallwidth-sidetoside:24|maximumbottlesize:750 ml|levelofassembly : full assembly needed|style : modern & contemporary|estimatedtimetosetup:30|shape : oval|shelfwidth-sidetoside:16|stemwareglasscapacity:4|shelfdepth-fronttoback:24|overalldepth-fronttoback:16|topmaterial : glass|overallheight-toptobottom:32|framefinish : chrome|totalweightcapacity:50|distancebetweenshelves:24|additionaltoolsrequirednotincluded : all tools included|shape : rectangular|topmaterialdetails : tempered glass|bottlecapacity:3|overallproductweight:22|numberofwheels:4|suggestednumberofpeopleforassemblyinstall:1|number
25202	the holiday aisle® solar powered 30 led string light garden path yard decor lamp outdoor waterproof cold white	String Lights	Lighting / Outdoor Lighting / String Lights	overalllength-endtoend:21|numberoflights:30|productcare : wipe clean with a dry cloth|overallproductweight:0.8|cordcolor : black|leadcordlength-endtoend:255|producttype : globe|powersource : solar powered|lightbulbspacingininches:6|dry , damporwetlocationlisted : not listed|cordtype : standard|maximumwattageperbulb:3|windrating:6|bulbheight:2.5|fixturematerial : plastic|countryoforigin-additionaldetails : made in usa of imported materials|voltage:2|etllisted : no|integratedled : no|bulbnotincludedbutrequired : no|bulbincluded : no|safetydatasheetforhazardousmaterials : no|cullisted : no|csacer
33579	sea diver floating duck toy	Hot Tub Accessories	Outdoor / Hot Tubs & Saunas / Hot Tub Accessories / Cupholders Hot Tub Accessories	color : yellow/blue/red|producttype : cupholder|overallheight-toptobottom:4|countryoforigin : united states|primarymaterial : rubber|overalldepth-fronttoback:3.5|overallwidth-sidetoside:3.5|countryoforigin-additionaldetails : made in usa|coverthickness:0|piecesincluded:1|overallproductweight:1|commercialwarranty : no|adultassemblyrequired : no|canadaproductrestriction : no|productwarranty : no|commercialorresidentialcertifications : no|coverincluded : no|certifications : no|heaterincluded : no|uniformpackagingandlabelingregulationsuplrcompliant : no|padsincluded : no|supplierintendedandapprove
8329	jimmie 3 piece sectional seating group with cushions	Patio Sofas|Outdoor Conversation Sets	Outdoor / Outdoor & Patio Furniture / Patio Furniture Sets / Patio Conversation Sets / 5-6 Person Patio Conversation Sets	framecolor : grey|tablelength-endtoend:40|outerframemetaltype : powder coated aluminum| : government ( gsa ) |orientation : left hand facing|piecesincluded:1 right arm sofa , 1 left arm sofa , 1 coffee table|tablecolor : white|cushioncolor : off white/light beige|tabletopcolor : white|seatingcapacity:5|tablematerialdetails : powder coated aluminum|individualchairweightcapacity:450|supplierintendedandapproveduse : non residential use|sofawidth-sidetoside:70|tableweight:40|tabletopmaterial : glass|design : sectional| : industrial| : educational| : cover when not in use| : public spaces|sofaweigh
36540	prized peacock trophy wall décor	Wall Décor	Décor & Pillows / Wall Décor / Wall Accents / Blue Wall Accents	color : blue|primarymaterial : resin/plastic|overalldepth-fronttoback:6|overallproductweight:7|additionalmaterials : stone bonded|holidayoccasion : no holiday|trending : bird|style : modern & contemporary|warrantylength:60 days|subject : wildlife|overallwidth-sidetoside:8.5|overallheight-toptobottom:27|primarymaterialdetails : resin|warrantydetails : if you are not satisfied with your purchase , it must be returned within 60 days for you to receive a refund or exchange . please note that you are responsible for the safe return of merchandise and for all shipping costs . shipping charges are no
2328	apec water icemaker-kit-38-14-ro refrigerator/icemaker installation accessory	Water Filtration	Home Improvement / Kitchen Remodel & Kitchen Fixtures / Water Filtration / Refrigerator & Icemaker Water Filtration	finish : white|feedwaterpressurepsi:85|countryoforigin : united kingdom|minimumoperatingtemperature:40|warrantylength:1 year|connectionsize:0.375|maximumoperatingtemperature:100|primarymaterialdetails : polypropylene|overallheight-toptobottom:9|primarymaterial : plastic|filtercomponent : installation accessory|locationinhome : refrigerator/icemaker|countryoforigin-additionaldetails : made in uk|overallwidth-sidetoside:13|overalldepth-fronttoback:1|overallproductweight:1|californiaproposition65warningrequired : no|canadaproductrestriction : no|commercialwarranty : no|filterchangeindicator : no|
19342	whiskey bottom personalized bar sign wall décor	Wall Décor	Décor & Pillows / Wall Décor / Wall Accents / Grey Wall Accents	overallheight-toptobottom:21|subject : food and beverage|style : traditional|holidayoccasion : no holiday|largestdimension:15.5|individualpiecedepth-fronttoback:0.5|individualpieceweight:4.6|orientation : vertical only|woodspecies : birch|shape : rectangle|compatiblesurfacetype : multi-surface|primarymaterialdetails : birch|color : gray/white|overallheight-toptobottom:15.5|overallwidth-sidetoside:11.5|subject : text|overallwidth-sidetoside:16|dswoodtone : espresso wood|individualpieceheight-toptobottom:21|individualpiecewidth-sidetoside:16|overallproductweight:4.6|primarymaterial : wood|countr
19605	18 '' cabinet vanity base only	Vanity Bases	"Home Improvement / Bathroom Remodel & Bathroom Fixtures / Bathroom Vanities / Vanity Bases / Under 20"" Vanity Bases"	overallwidth-sidetoside:18|overallheight-toptobottom:36|countryoforigin : united states|overalldepth-fronttoback:22|overallproductweight:173|mountingtype : free-standing|numberofinteriorshelves:1|drawersincluded : no|compositewoodproductcwp : no|drawers : no|cabinetsincluded : yes|installationrequired : yes|adjustableinteriorshelves : yes|basematerial : metal|purposefuldistressingtype : no distressing
1381	gillian 1 - light 21 '' h hardwired lantern head	Post Lanterns	Lighting / Outdoor Lighting / Post Lights	supplierintendedandapproveduse : non residential use|additionaltoolsrequirednotincluded : screw driver|whatisullisted : the underwriters laboratories ( ul ) is an independent product safety certification organization that provides products with dry , damp , or wet location ratings.|overallproductweight:3.24|voltage:120|fixturefinish : textured black|dssecondaryproductstyle : american traditional|style : antik|fixturefinish : white|whatisdrydamporwetlocationlisted : this indicates whether the fixture is safe to use in dry locations , damp locations ( moist environments ) , or wet locations ( di
42749	abe 5 piece dining set	Patio Dining Sets	Outdoor / Outdoor & Patio Furniture / Patio Furniture Sets / Patio Dining Sets / Four Person Patio Dining Sets	tabletopcolor : coral|chairwidth-sidetoside:21.75|dsprimaryproductstyle : modern|tabletopcolor : black|numberofpeoplesetaccommodates:4|tablecolor : coral|tablefeatures : folding table|tableshape : round|numberofpiecesincluded:6|numberofchairsincluded:5|dssecondaryproductstyle : transitional modern|piecesincluded:5|warrantylength:5 years|tablecolor : black|tablecolor : white|chairweightcapacity:300|tablecolor : light gray|productcare : clean product with solvent and water based cleaner|chairdepth-fronttoback:22|chairheight-toptobottom:35|tablecolor : gold|overalltableheight:28|tabletopcolor : s
19741	paul leather chaise lounge	Indoor Chaise Lounges	Furniture / Living Room Furniture / Chairs & Seating / Chaise Lounge Chairs / Leather Chaise Lounge Chairs	pattern : solid color|backfillmaterial : foam|seatfillmaterial : foam|overallproductweight:60|overallwidth-sidetoside:28|woodspecies : beech|style : modern & contemporary|overalllength-headtotoe:74|waterrepellant : no resiliency|weightcapacity:330|overallheight-toptobottom:38|legmaterial : wood|upholsterycolor : genuine leather also comes in , black , brown , burgundy , pearl white|dsprimaryproductstyle : traditional|framematerial : solid wood|upholsterymaterial : genuine leather|dssecondaryproductstyle : ornate traditional|storageincluded : no|reclining : no|caltb117-2013compliant : no|adulta
37191	topmax upholstered platform bed frame with nailhead trim headboard and wood slats , full size , dark grey	Beds	Furniture / Bedroom Furniture / Beds & Headboards / Beds / Full & Double Beds	overallwidth-sidetoside:58.3|partseligibleforreplacement : headboard|bedtype : other|weightcapacity:400|color : gray|trundleheight-toptobottom : |overallproductweight:66.2|overallheight-toptobottom:45.8|clearancefromfloortoundersideofbed:3.9|trundlewidth-sidetoside : |baseconstruction : platform|warrantylength:1 year|mainwoodjoinerymethod : basic butt|levelofassembly : partial assembly|overalllength-headtotoe:76|trundlelength-headtotoe : |bedstorageincluded : none|mattresssize : full / double|recommendedmattressthickness:1| : no|tvbed : no|compatiblewithadjustablebed : no|mattressincluded : no
10115	trinsic® bathroom towel ring	Towel Rings	Home Improvement / Bathroom Remodel & Bathroom Fixtures / Towel Storage / Towel Rings / Open Towel Rings	ringshape : rectangular|toolsneededforinstallation : screwdriver or drill|warrantylength : lifetime|ringtype : open|overallheight-toptobottom:5.68|lsbinvestmentskus : jossmain|finish : venetian bronze|finish : stainless|finish : chrome|warrantylength:5 years|finish : champagne bronze|finish : matte black|overallwidth-sidetoside:6.4|reasonforrestriction : distribution conflict|style : modern & contemporary|warrantydetails : hardware and finish warranty|reasonforrestriction : dual language|reasonforrestriction : logistics|overalldepth-fronttoback:2|additionalpartsrequired : no|waterresistant : n
39511	rohde vanity	Makeup Vanities	Furniture / Bedroom Furniture / Makeup Vanities / Silver Makeup Vanities	topmaterial : solid + manufactured wood|primarymaterial : solid + manufactured wood|overallheight-toptobottom:30|style : traditional|dsprimaryproductstyle : glam|primarymaterialdetails : birch ; mdf ; mirror|drawerglidemechanism : roller glides|estimatedtimetosetup:30|additionaltoolsrequirednotincluded : allen wrench/ key|warrantylength:1 year|kneespacedepth-fronttoback:18|mirrortype : flip-top|mirrorheight-toptobottom:10|color : silver|hiddenstoragelocation : under flip top mirror|kneespacewidth-sidetoside:22|overallproductweight:63|drawerheight-toptobottom:2.75|warrantydetails : the manufact
41381	4 level tapered riser backrail	Stage Accessories	Stages, Risers and Accessories	overalldepth-fronttoback:60|warrantylength:1 year|overallheight-toptobottom:3|color : black|overallwidth-sidetoside:60|primarymaterial : steel|overallproductweight:37|productcare : wipe clean with damp cloth|weightcapacity:0|additionaltoolsrequirednotincluded : adjustable wrench|producttype : guard rail|countryoforigin : united states|installationrequired : no|outdooruse : no|recycledcontent : no|additionalpartsrequired : no|adultassemblyrequired : yes| : yes|productwarranty : yes
20316	callan deadbolt double cylinder deadbolt	Deadbolts	Home Improvement / Doors & Door Hardware / Door Hardware & Accessories / Deadbolts / Double Cylinder Deadbolts	overallproductweight:1.8|warrantylength : lifetime|function : keyed ( entry ) |countryoforigin : philippines|edgeborediameter:2.125|doorthicknesscompatibility:1.75 '' |overallwidth-sidetoside:2.5|overalldepth-fronttoback:0.93|doorthicknesscompatibility:1.375 '' |toolsneededforinstallation : screwdriver|overallheight-toptobottom:2.5|numberofpins:5|boreholediameter:5.5|doorthicknesscompatibility:1.625 '' |supplierintendedandapproveduse : non residential use|ansibhmagrade:3|doorthicknesscompatibility:1.5 '' |whatsincluded : key ( s ) |keywaytype : kw|strikestyle : full lip|backset : adjustable|de
22741	30 '' l x 18 '' w farmhouse kitchen sink with sink grid and basket strainer	Kitchen Sinks	Home Improvement / Kitchen Remodel & Kitchen Fixtures / Kitchen Sinks & Faucet Components / Kitchen Sinks	sinkshape : rectangular|supplierintendedandapproveduse : non residential use|drainplacement : center|minimumbasecabinetwidth-sidetoside:32|basindepth-toptobottom:9|overalllength-sidetoside:30.08|overallwidth-fronttoback:18.11|whatsincluded : sink grid|installationtype : farmhouse/apron|warrantylength:30 days|whatsincluded : side spray|overallproductweight:83|whatsincluded : basket strainer|finish : white|resistancetype : stain|overallsinkdepth-toptobottom:10.04|craftsmanshiptype : no craftsmanship|sinkgridmaterial : stainless steel|primarymaterial : ceramic|basketstrainermaterial : stainless s
8995	boucher 39.4 '' w writing desk		Baby & Kids / Toddler & Kids Bedroom Furniture / Kids Desks	dsprimaryproductstyle : modern|overallheight-toptobottom:28.3|agegroup:11 to 12 years|desktopheight:28.3|agegroup:9 to 10 years|basemanufacturedwoodtype : mdf|shelfwidth-sidetoside:39.4|topcolor : walnut|basecolor : beige|topcolor : brown|woodspecies : maple|overallproductweight:23.3|topcolor : beige|basecolor : yellow|tippingprevention : shelf under the table|shelfheight:20|overallwidth-sidetoside:39.4|basecolor : blue|topmaterial : manufactured wood|topcolor : blue|producttype : writing desk|shelfdepth-fronttoback:17.7|agegroup:7 to 8 years|gender : neutral|piecesincluded:1 desk|agegroup:13+
39997	3 way led thermostatic complete shower system with rough-in valve	Shower Faucets & Systems	Home Improvement / Bathroom Remodel & Bathroom Fixtures / Showers & Bathtubs / Showers & Bathtubs Plumbing / Shower Faucets & Systems / Handheld Shower Faucets & Systems	mountinglocation : ceiling mounted|warrantylength:1 year|handlestyle : knob|spraypattern : full/standard|showerarmlength-endtoend:20|numberofbodyjets:6|showerheadheight-toptobottom:20|showertechfeatures : temperature memory|producttype : complete shower system|platingmaterial : brass|spraypattern : massage/jet|primarymaterial : brass|requiredvalvetype : thermostatic|trimwidth-sidetoside:5.1|specifictechnologyinproductname : thermostatic valve , led light head|reasonforrestriction : logistics|maximumflowrategpm:2.5|showerheadtype : handheld shower head|showerheadwidth-sidetoside:20|overallprodu
34433	dining chair cushion	Furniture Cushions	Kitchen & Tabletop / Tableware & Drinkware / Table & Kitchen Linens / Kitchen Linens / Chair & Seat Cushions	seatcushionwidth-sidetoside:16|furnituretype : replacement cushion set|cushioncovermaterialdetails:100 % cotton|overalldepth-fronttoback:16|searcushiondepth-fronttoback:16|cushionattachmenttype : cushion ties|overallwidth-sidetoside:16|cushioncovermaterial : cotton|cushionfillmaterial : cotton|seatcushionshape : square|overallthickness:4|pattern : solid color|seatcushionthickness:4|productcarecleaning : machine washable|numberofcushionsincluded:2|overallproductweight:2|piecesincluded:2|outdooruse : no|removablecushioncover : no|fireresistant : no| : no|californiaproposition65warningrequired :
3051	ayesha curry denim kid apron	Kitchen Aprons	Kitchen & Tabletop / Tableware & Drinkware / Table & Kitchen Linens / Kitchen Linens / Aprons / Children's Aprons	productcareinstructions : machine wash cold with like colors , tumble dry low|primarymaterial:100 % cotton|overallwidth-sidetoside:23|apronsize : child|overalllength-endtoend:0.2|countryoforigin : india|holidayoccasion : no holiday|productcare : machine washable|overallproductweight:0.6|pattern : solid|color : light blue|producttype : childrens|heatresistant : no|commercialwarranty : no| : no|additionalpieces : no|pockets : yes|supplierintendedandapproveduse : residential use
25847	12 in 1 48 '' multi-game table	Multi Game Tables	Furniture / Game Tables & Game Room Furniture / Multi Game Tables / Air Hockey Multi Game Tables	agegroup:9-10|gamesincluded : backgammon|overallproductweight:51|overallwidth-sidetoside:22.75|overallheight-toptobottom:32|estimatedtimetosetup:120|scoreboardtype : manual scoreboard|framematerial : manufactured wood|agegroup:13-15|framematerial : plastic|indooroutdooruse : indoor use only|tableconversiontype : conversion-top table|agegroup:5-6|gamesincluded : foosball|overalllength-endtoend:48|gamesincluded : table tennis|warrantylength:90 days|gamesincluded : air hockey|agegroup:7-8|otherpiecesincluded:2 pushers , 2 soccer , 1 basketball , 1 air pump , 1 post and net set , 3 bean bags,1 che
